"TIME","AIRLINE","FLIGHT_NUMBER","TRANSACTION","TERMINAL","GATE","REMARK","data_as_of","data_loaded_at"
"2026/02/26 12:50:00 PM","Porter Airlines","PD671","ARR","1","B4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 01:27:00 PM","American","AA2114","DEP","1","B25","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 04:41:00 PM","United","UA5330","DEP","3","E3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 02:32:00 PM","British Airways","BA285","ARR","I","A11","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 05:17:00 PM","Alaska","AS236","ARR","1","B7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 07:47:00 PM","Southwest","WN2563","ARR","2","D1","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 09:47:00 PM","United","UA1844","ARR","3","F16","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 02:11:00 PM","Southwest","WN4499","DEP","2","D7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 08:59:00 PM","Alaska","AS3248","ARR","1","C1","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 01:07:00 PM","JAL","JL1","DEP","I","A1","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 06:56:00 PM","Alaska","AS289","DEP","1","B2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 05:34:00 PM","United","UA1702","ARR","3","E7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 04:26:00 PM","Emirates","EK226","DEP","I","A6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 04:45:00 PM","United","UA2248","DEP","3","F22","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 10:23:00 AM","United","UA4683","ARR","3","E6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 12:20:00 PM","EVA Air","BR7","DEP","I","A9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 08:51:00 PM","Alaska","AS316","DEP","1","B9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 07:08:00 AM","Alaska","AS368","DEP","1","B21","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 07:49:00 PM","American","AA2234","ARR","1","B15","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 09:10:00 PM","United","UA2179","ARR","3","F16","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 08:53:00 AM","United","UA2492","DEP","3","E5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 08:21:00 PM","Alaska","AS3356","DEP","1","B7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 10:44:00 AM","United","UA1164","DEP","2","D10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 06:33:00 AM","American","AA2506","DEP","1","B20","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 11:02:00 PM","Southwest","WN2141","ARR","2","D6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 10:30:00 AM","American","AA6262","DEP","1","B22","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 04:17:00 PM","United","UA718","ARR","I","G9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 11:14:00 PM","Alaska","AS369","ARR","1","B2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 08:13:00 PM","Hawaiian","HA942","ARR","1","B12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 11:11:00 AM","United","UA1668","ARR","2","D10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 01:29:00 PM","United","UA901","DEP","I","G3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 11:28:00 AM","Southwest","WN2142","ARR","2","D3","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 03:19:00 PM","United","UA2011","DEP","3","F17","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 07:54:00 AM","United","UA2367","ARR","3","F11","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 11:22:00 AM","DELTA","DL668","ARR","1","C8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 09:51:00 PM","Southwest","WN3497","DEP","2","D3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 09:45:00 PM","Frontier","F94402","DEP","I","A12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 02:26:00 PM","United","UA6035","ARR","3","F10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 09:27:00 AM","Air China","CA985","ARR","I","G13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 11:24:00 AM","United","UA34","ARR","I","G8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 09:17:00 AM","United","UA5433","DEP","3","F8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 02:33:00 PM","Porter Airlines","PD671","ARR","1","B2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 01:25:00 PM","DELTA","DL2272","ARR","1","C7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 09:12:00 AM","United","UA444","DEP","3","E9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 05:24:00 PM","United","UA1482","DEP","2","D15","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 02:20:00 PM","United","UA889","ARR","I","G2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 06:56:00 PM","American","AA6269","DEP","1","B23","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 08:25:00 PM","United","UA2047","DEP","2","D8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 06:16:00 AM","United","UA5690","DEP","3","F9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 03:42:00 PM","United","UA5452","ARR","3","E2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 09:39:00 AM","American","AA2411","DEP","1","B26","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 09:52:00 AM","United","UA6014","DEP","3","E2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 01:44:00 PM","DELTA","DL2153","DEP","1","B11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 11:33:00 AM","United","UA1160","DEP","3","F12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 11:19:00 PM","United","UA863","DEP","I","G8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 11:36:00 AM","United","UA2619","ARR","3","F20","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 11:34:00 AM","United","UA2177","DEP","3","E7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 01:18:00 PM","United","UA857","DEP","I","G9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 08:46:00 PM","American","AA2410","ARR","1","B27","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 02:48:00 PM","Alaska","AS227","ARR","1","B8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 07:21:00 AM","United","UA1149","DEP","3","F11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 04:44:00 PM","Lufthansa","LH455","DEP","I","G13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 03:08:00 PM","United","UA2305","ARR","3","F14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 09:44:00 PM","Alaska","AS2496","DEP","1","B13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 10:58:00 AM","United","UA643","DEP","3","F12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 02:17:00 PM","Alaska","AS3450","ARR","1","C1","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 08:28:00 AM","United","UA4697","ARR","3","E2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 11:25:00 PM","Alaska","AS369","ARR","1","B21","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 09:45:00 PM","United","UA1458","DEP","3","E7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 12:07:00 PM","United","UA246","ARR","2","D10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 10:00:00 PM","United","UA5414","ARR","3","F7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 07:24:00 AM","Southwest","WN3503","DEP","2","D3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 11:13:00 AM","United","UA1578","DEP","2","D16","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 09:44:00 AM","United","UA2448","ARR","3","F17","Landed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 12:58:00 PM","United","UA5447","DEP","3","F8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 07:21:00 AM","United","UA4763","ARR","3","E2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 05:22:00 PM","United","UA2019","ARR","3","F12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 02:57:00 PM","Southwest","WN3505","DEP","2","D1","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 06:59:00 PM","United","UA878","ARR","I","G2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 12:30:00 AM","ANA","NH107","DEP","I","G8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 11:20:00 AM","United","UA702","DEP","3","E7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 06:28:00 AM","United","UA916","ARR","I","G10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 11:32:00 PM","American","AA3076","ARR","1","B19","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 09:18:00 AM","United","UA1679","DEP","3","D15","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 09:26:00 PM","United","UA1267","ARR","3","E12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 09:18:00 AM","United","UA2664","DEP","3","E7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 08:55:00 PM","United","UA406","DEP","3","F19","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 05:26:00 PM","United","UA1482","DEP","2","D9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 07:10:00 PM","United","UA1367","ARR","3","F22","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 03:29:00 PM","United","UA4782","ARR","3","F5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 12:48:00 PM","AIR FRANCE","AF84","ARR","I","A13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 12:08:00 AM","Alaska","AS570","ARR","1","B8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 09:01:00 AM","United","UA2356","ARR","3","E11","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 09:26:00 AM","United","UA657","ARR","3","E2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 05:36:00 PM","DELTA","DL1088","DEP","1","C3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 01:49:00 PM","Air Canada","AC740","DEP","2","D12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 03:09:00 PM","Aer Lingus","EI61","ARR","1","B5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 09:30:00 AM","United","UA611","ARR","3","E12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 07:41:00 PM","Alaska","AS1327","DEP","1","B8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 12:19:00 AM","United","UA2056","DEP","2","D15","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 08:57:00 AM","Frontier","F93019","ARR","I","A14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 09:55:00 PM","Alaska","AS2496","DEP","1","B8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 10:04:00 AM","Alaska","AS2218","DEP","1","B18","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 09:06:00 AM","United","UA822","ARR","I","B2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 07:08:00 AM","United","UA862","ARR","I","G10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 05:05:00 PM","American","AA6261","DEP","1","B23","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 03:15:00 PM","United","UA4782","ARR","3","F6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 08:38:00 PM","United","UA1118","ARR","I","G11","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 12:15:00 PM","AEROMEXICO","AM623","DEP","I","A15","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 09:27:00 AM","United","UA2356","ARR","3","E7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 12:30:00 AM","American","AA1826","ARR","1","B24","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 09:16:00 AM","Frontier","F93394","DEP","I","A12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 12:02:00 AM","Cathay Pacific","CX873","DEP","I","A9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 09:55:00 AM","United","UA6014","DEP","3","E2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 01:06:00 PM","United","UA5958","DEP","3","F10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 12:51:00 PM","United","UA1973","ARR","3","F20","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 10:49:00 AM","United","UA713","DEP","3","F11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 11:17:00 AM","United","UA1271","DEP","3","D10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 09:41:00 PM","United","UA1112","ARR","3","E8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 12:27:00 AM","Asiana","OZ211","DEP","I","A2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 09:04:00 PM","Frontier","F91949","ARR","I","A13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 09:09:00 AM","United","UA1410","DEP","3","E8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 06:57:00 PM","United","UA5380","DEP","3","F9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 09:51:00 AM","ANA","NH8","ARR","I","G5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 09:20:00 PM","Air Canada","AC761","ARR","2","D12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 12:53:00 PM","Air India","AI173","ARR","I","A10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 09:15:00 AM","United","UA2229","ARR","2","D9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 09:10:00 PM","British Airways","BA286","DEP","I","A9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 07:25:00 AM","United","UA5676","ARR","2","D16","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 10:57:00 PM","JetBlue","B6378","DEP","1","B15","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 09:13:00 AM","Alaska","AS656","DEP","1","B7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 09:33:00 AM","United","UA838","ARR","I","G9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 01:44:00 PM","United","UA1336","DEP","3","F16","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 06:19:00 PM","United","UA5623","DEP","3","E13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 07:24:00 PM","Frontier","F92858","DEP","I","A4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 03:10:00 PM","United","UA2428","ARR","3","F15","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 11:35:00 PM","United","UA1609","ARR","3","E8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 11:03:00 AM","Alaska","AS3497","ARR","1","B17","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 10:53:00 PM","DELTA","DL2172","ARR","1","C4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 05:23:00 PM","United","UA2611","DEP","3","E8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 08:18:00 PM","United","UA1168","ARR","I","G12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 12:19:00 PM","Southwest","WN570","DEP","2","D7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 11:40:00 PM","American","AA3076","ARR","1","B19","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 07:02:00 PM","Lufthansa","LH458","ARR","I","G9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 08:35:00 AM","United","UA822","ARR","I","B15","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 01:30:00 PM","DELTA","DL1668","DEP","1","C4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 09:42:00 PM","Lufthansa","LH459","DEP","I","G9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 05:34:00 PM","Frontier","F93549","ARR","I","A4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 10:56:00 PM","United","UA5579","DEP","3","F6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 05:58:00 PM","United","UA1749","DEP","3","F19","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 11:59:00 AM","United","UA500","ARR","2","D14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 03:31:00 PM","United","UA6032","ARR","3","F7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 03:13:00 PM","DELTA","DL2074","DEP","1","C7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 05:45:00 PM","United","UA1354","ARR","2","D14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 02:55:00 PM","Scandinavian","SK935","ARR","I","A2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 03:44:00 PM","Alaska","AS680","ARR","1","B8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 04:28:00 PM","United","UA1799","ARR","2","D10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 11:07:00 PM","United","UA1870","DEP","3","E12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 11:37:00 PM","STARLUX Airlines","JX11","DEP","I","B5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 09:54:00 PM","United","UA233","DEP","3","F14","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 03:34:00 PM","Southwest","WN958","DEP","2","D6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 10:35:00 PM","DELTA","DL2635","ARR","1","C4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 11:29:00 AM","Southwest","WN4021","DEP","2","D4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 05:54:00 PM","Alaska","AS776","DEP","1","B12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 08:19:00 PM","Southwest","WN1391","ARR","2","D7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 10:26:00 AM","United","UA5220","DEP","3","F10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 12:03:00 PM","Alaska","AS235","DEP","1","B17","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 04:00:00 PM","United","UA5452","ARR","3","E2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 01:54:00 PM","Air Canada","AC567","DEP","2","D11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 06:28:00 PM","United","UA2019","ARR","2","D15","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 09:13:00 AM","United","UA5394","DEP","3","E3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 09:24:00 AM","United","UA2363","DEP","3","F17","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 03:18:00 PM","United","UA2611","ARR","3","F13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 06:57:00 PM","United","UA2019","DEP","2","D9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 07:12:00 PM","United","UA5796","DEP","3","F10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 07:19:00 PM","United","UA1045","DEP","2","D14","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 05:39:00 PM","Alaska","AS2308","DEP","1","B17","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 01:47:00 PM","Southwest","WN4499","DEP","2","D7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 03:34:00 PM","Alaska","AS3493","DEP","1","B17","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 10:11:00 AM","Alaska","AS2078","ARR","1","B13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 07:14:00 PM","DELTA","DL3707","DEP","1","C6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 10:32:00 PM","Southwest","WN2141","ARR","2","D4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 08:16:00 PM","Air New Zealand","NZ7","DEP","I","G6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 08:26:00 AM","Alaska","AS613","ARR","1","B12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 11:57:00 AM","ANA","NH7","DEP","I","G13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 11:47:00 AM","United","UA246","ARR","2","D16","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 09:44:00 PM","Alaska","AS2496","DEP","1","C1","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 11:23:00 AM","DELTA","DL2153","DEP","1","C6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 06:00:00 AM","United","UA214","ARR","I","G10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 02:39:00 PM","Alaska","AS3493","DEP","1","B17","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 07:59:00 PM","United","UA2620","ARR","3","F14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 01:21:00 AM","Southwest","WN3909","ARR","2","D4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 06:59:00 AM","United","UA2340","ARR","2","D9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 11:02:00 AM","United","UA487","DEP","3","F20","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
