"TIME","AIRLINE","FLIGHT_NUMBER","TRANSACTION","TERMINAL","GATE","REMARK","data_as_of","data_loaded_at"
"2026/02/17 05:50:00 PM","United","UA1354","ARR","3","F20","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 11:31:00 AM","United","UA2380","DEP","3","F13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 09:01:00 AM","Southwest","WN956","ARR","2","D7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 07:54:00 AM","Alaska","AS3440","DEP","1","B13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 06:16:00 PM","United","UA1174","ARR","I","G3","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 07:22:00 PM","United","UA5705","DEP","3","F5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 04:15:00 PM","United","UA1948","ARR","I","G11","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 10:18:00 AM","Korean Air","KE23","ARR","I","A8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 06:32:00 AM","DELTA","DL1331","DEP","1","C4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 06:57:00 AM","Alaska","AS3263","DEP","1","C1","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 04:51:00 PM","United","UA5425","DEP","3","E12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 03:34:00 PM","Southwest","WN4022","DEP","2","D4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 09:15:00 PM","United","UA1986","ARR","3","F21","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 01:23:00 PM","Turkish Airlines","TK290","DEP","I","A11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 01:58:00 PM","United","UA2619","DEP","2","D16","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 09:06:00 AM","Alaska","AS656","DEP","1","B14","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 05:42:00 PM","Alaska","AS2251","ARR","1","B9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 07:27:00 AM","United","UA862","ARR","I","G6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 12:22:00 PM","Hawaiian","HA811","DEP","1","B11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 10:56:00 PM","AEROMEXICO","AM665","DEP","I","A15","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 05:23:00 PM","American","AA2569","ARR","1","B24","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 07:42:00 AM","Southwest","WN256","DEP","2","D7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 02:31:00 PM","American","AA2177","DEP","1","B24","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 02:24:00 PM","Alaska","AS3271","ARR","1","B18","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 01:36:00 PM","United","UA1372","DEP","3","F15","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 08:05:00 PM","United","UA2620","ARR","3","F21","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 11:50:00 AM","United","UA500","ARR","2","D9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 06:00:00 AM","United","UA190","ARR","I","G2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 01:00:00 AM","United","UA512","DEP","3","F19","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 07:59:00 PM","Alaska","AS2077","ARR","1","B8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 10:45:00 AM","Southwest","WN4021","DEP","2","D7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 11:49:00 AM","Cathay Pacific","CX879","DEP","I","A10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 01:09:00 AM","Frontier","F93439","ARR","I","A13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 11:59:00 AM","United","UA5932","ARR","3","F6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 10:13:00 AM","Alaska","AS674","DEP","1","B12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 06:14:00 AM","United","UA190","ARR","I","G2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 07:12:00 PM","United","UA926","DEP","I","G1","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 12:29:00 AM","United","UA2416","DEP","3","F17","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 07:51:00 PM","Alaska","AS3087","ARR","1","B14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 09:35:00 AM","Air China","CA985","ARR","I","G12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 11:04:00 PM","American","AA1326","DEP","1","B24","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 06:11:00 PM","American","AA561","DEP","1","B25","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 03:45:00 PM","United","UA2305","ARR","3","E8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 09:47:00 PM","Southwest","WN138","ARR","2","D6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 05:16:00 PM","Southwest","WN349","ARR","2","D7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 01:25:00 PM","United","UA4715","DEP","3","E2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 11:01:00 AM","United","UA643","DEP","3","F13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 11:56:00 PM","EVA Air","BR27","DEP","I","A10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 02:21:00 PM","Alaska","AS3450","ARR","1","B14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 10:14:00 PM","United","UA1603","DEP","3","F19","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 09:25:00 AM","United","UA1679","DEP","3","E4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 11:33:00 PM","Alaska","AS3376","ARR","1","B13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 08:47:00 AM","United","UA435","DEP","3","F22","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 10:35:00 PM","DELTA","DL2172","ARR","1","C4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 09:16:00 PM","United","UA4735","ARR","3","F8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 02:22:00 PM","Alaska","AS2173","ARR","1","B9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 06:20:00 AM","United","UA1724","ARR","2","D8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 09:33:00 AM","Southwest","WN4004","DEP","2","D6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 06:16:00 AM","United","UA872","ARR","I","G13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 01:32:00 PM","United","UA817","DEP","3","D8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 01:09:00 PM","JAL","JL1","DEP","I","A1","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 02:00:00 PM","Porter Airlines","PD672","DEP","I","B2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 09:59:00 PM","Southwest","WN3514","DEP","2","D3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 09:41:00 AM","Alaska","AS2468","ARR","1","C1","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 12:26:00 PM","EVA Air","BR7","DEP","I","A9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 12:53:00 PM","DELTA","DL668","DEP","1","C8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 10:26:00 PM","United","UA1129","ARR","3","E3","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 01:31:00 PM","United","UA1238","DEP","3","E3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 11:12:00 AM","Southwest","WN360","ARR","2","D7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 07:31:00 AM","Alaska","AS2285","DEP","1","B13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 10:38:00 AM","American","AA1557","ARR","1","B24","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 06:58:00 PM","American","AA746","ARR","1","B26","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 04:36:00 PM","United","UA650","ARR","3","E7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 02:11:00 PM","United","UA5707","DEP","3","F6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 12:02:00 PM","Alaska","AS610","ARR","1","B17","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 10:06:00 AM","United","UA5319","ARR","3","F6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 08:09:00 PM","Alaska","AS3356","DEP","1","B21","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 02:51:00 PM","Alaska","AS3023","ARR","1","B8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 08:34:00 PM","United","UA5339","ARR","3","F8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 01:17:00 PM","United","UA5661","DEP","3","F9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 10:12:00 PM","United","UA504","ARR","2","D5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 07:40:00 AM","United","UA114","ARR","I","G10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 07:13:00 AM","EVA Air","BR8","ARR","I","G9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 03:18:00 PM","United","UA776","ARR","3","F11","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 05:01:00 PM","United","UA1367","ARR","3","F22","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 08:42:00 AM","American","AA1949","ARR","1","B23","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 04:53:00 PM","Alaska","AS1379","ARR","I","B2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 10:55:00 AM","United","UA499","DEP","3","E9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 03:06:00 PM","United","UA5938","ARR","3","E2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 11:50:00 AM","DELTA","DL977","ARR","1","C4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 09:28:00 AM","United","UA2391","ARR","3","F22","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 11:50:00 AM","United","UA2380","DEP","3","F16","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 04:55:00 PM","United","UA589","ARR","3","E9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 08:05:00 AM","American","AA2904","DEP","1","B24","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 03:24:00 PM","Alaska","AS680","ARR","1","B7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 10:18:00 PM","United","UA5670","DEP","3","F7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 08:45:00 AM","United","UA5433","DEP","3","F6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 09:08:00 AM","United","UA1608","ARR","3","E5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 04:54:00 PM","United","UA1430","DEP","3","F16","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 07:12:00 AM","Frontier","F93440","DEP","I","A4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 09:32:00 AM","United","UA2363","DEP","2","D5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 03:13:00 PM","United","UA1482","ARR","3","F20","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 05:15:00 PM","United","UA4655","ARR","3","F8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 05:43:00 PM","American","AA2969","DEP","1","B24","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 02:17:00 PM","Asiana","OZ212","ARR","I","A1","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 05:39:00 PM","United","UA1754","DEP","3","F20","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 02:43:00 PM","Southwest","WN384","DEP","2","D3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 09:35:00 AM","United","UA2153","ARR","3","E7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 04:20:00 PM","Southwest","WN4012","ARR","2","D3","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 10:32:00 PM","Alaska","AS3264","ARR","1","B8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 08:06:00 AM","United","UA5313","ARR","3","F8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 07:07:00 PM","United","UA5289","DEP","3","F9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 03:46:00 PM","United","UA1972","ARR","2","D10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 01:22:00 PM","United","UA1561","ARR","3","E8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 03:01:00 PM","United","UA2037","ARR","2","D16","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 03:59:00 PM","United","UA2322","DEP","3","E2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 04:24:00 PM","United","UA2305","DEP","3","E9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 05:35:00 PM","Scandinavian","SK936","DEP","I","A1","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 08:40:00 AM","United","UA2259","DEP","2","D8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 08:54:00 PM","United","UA1757","ARR","2","D16","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 07:46:00 AM","Frontier","F91191","ARR","I","A14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 06:54:00 PM","United","UA5380","DEP","3","F9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 02:43:00 PM","American","AA2177","DEP","1","B24","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 09:18:00 AM","United","UA573","DEP","3","E13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 06:13:00 PM","American","AA2969","DEP","1","B25","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 07:41:00 PM","United","UA698","ARR","2","D15","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 03:37:00 PM","Alaska","AS2428","DEP","1","B9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 01:01:00 PM","Alaska","AS3450","ARR","1","B13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 02:46:00 PM","American","AA2257","ARR","1","B25","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 08:53:00 AM","United","UA1849","DEP","3","E6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 12:22:00 PM","United","UA35","DEP","I","G13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 11:22:00 PM","DELTA","DL335","DEP","1","C8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 09:49:00 AM","United","UA5704","DEP","3","F6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 07:36:00 PM","United","UA2163","ARR","3","E13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 03:03:00 PM","United","UA5583","ARR","3","E6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 07:36:00 AM","American","AA1746","DEP","1","B19","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 12:10:00 PM","United","UA2274","DEP","3","E7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 09:31:00 PM","United","UA9","ARR","2","D15","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 12:21:00 PM","China Eastern","MU590","DEP","I","A6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 12:52:00 PM","United","UA5248","ARR","3","F18","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 05:13:00 PM","United","UA5732","ARR","3","E3","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 02:26:00 PM","Alaska","AS2173","ARR","1","B9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 11:39:00 PM","United","UA1083","DEP","3","E8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 08:27:00 PM","United","UA1045","DEP","I","G12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 06:06:00 AM","United","UA1750","ARR","3","F20","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 05:56:00 PM","SWISS","LX38","ARR","I","G13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 09:17:00 PM","American","AA888","ARR","1","B20","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 09:48:00 AM","United","UA2441","ARR","3","F21","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 12:06:00 PM","WestJet","WS1500","ARR","1","C4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 08:20:00 PM","United","UA5759","DEP","3","F7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 06:18:00 PM","United","UA2611","DEP","3","F17","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 06:52:00 PM","United","UA1434","DEP","I","G7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 02:31:00 PM","United","UA2611","ARR","3","E4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 08:45:00 AM","Southwest","WN4498","DEP","2","D4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 06:09:00 PM","United","UA2231","ARR","3","F15","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 03:04:00 PM","United","UA5583","ARR","3","E6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 06:42:00 AM","Alaska","AS211","DEP","1","B21","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 06:47:00 AM","United","UA2018","ARR","2","D14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 02:59:00 PM","British Airways","BA285","ARR","I","A11","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 04:23:00 PM","United","UA1931","ARR","I","G11","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 10:01:00 PM","Southwest","WN349","ARR","2","D4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 11:28:00 PM","Alaska","AS2287","ARR","1","B14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 08:32:00 AM","United","UA2448","ARR","3","E5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 07:19:00 PM","Frontier","F92858","DEP","I","A14","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 04:33:00 PM","United","UA2004","DEP","3","F17","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 11:31:00 PM","United","UA5724","DEP","3","F6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 02:42:00 PM","United","UA2611","ARR","3","F21","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 02:05:00 PM","United","UA365","DEP","3","E11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 11:22:00 AM","United","UA255","DEP","I","B2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 09:08:00 PM","United","UA2080","ARR","3","E6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 11:25:00 PM","Avianca","AV561","DEP","I","A4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 11:55:00 PM","American","AA710","ARR","1","B19","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 11:55:00 AM","United","UA1777","ARR","3","F22","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 07:28:00 AM","Alaska","AS2468","ARR","1","B21","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 12:34:00 AM","United","UA436","DEP","3","E6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 03:40:00 PM","DELTA","DL715","DEP","1","C8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 07:17:00 PM","Southwest","WN1297","DEP","2","D3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 12:20:00 AM","JetBlue","B6733","ARR","1","B5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 03:12:00 PM","United","UA5560","ARR","3","F7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 12:28:00 AM","ANA","NH107","DEP","I","G5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 07:12:00 AM","United","UA2340","ARR","3","E8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 12:20:00 PM","American","AA1996","DEP","1","B23","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 04:31:00 PM","United","UA650","ARR","3","F17","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 09:27:00 PM","United","UA5414","ARR","3","E3","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 06:09:00 AM","DELTA","DL772","DEP","1","B4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 11:58:00 PM","American","AA710","ARR","1","B26","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 11:38:00 AM","United","UA2274","DEP","3","F19","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 08:38:00 PM","Frenchbee","BF710","ARR","I","A6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 07:37:00 AM","Frontier","F91230","DEP","I","A13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 12:43:00 AM","American","AA276","DEP","1","B25","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 07:55:00 AM","United","UA862","ARR","I","G13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 08:48:00 PM","American","AA3176","ARR","1","B22","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 09:11:00 PM","Alaska","AS2552","ARR","1","B8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 08:58:00 AM","United","UA2018","DEP","3","E10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 01:40:00 PM","United","UA1164","DEP","2","D10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
